sitetype,sitenum,latitude,longitude,call_sign,location_address,location_city,location_county,location_state,ground_elevation,height_of_support_structure,overall_height_of_structure,structure_type,licensee_entity_name,licensee_first_name,licensee_last_name,licensee_phone,licensee_fax,licensee_email,licensee_street_address,licensee_city,licensee_state,licensee_zip_code,licensee_po_box,licensee_attention_line,contact_entity_name,contact_first_name,contact_last_name,contact_phone,contact_fax,contact_email,contact_street_address,contact_city,contact_state,contact_zip_code,contact_po_box,contact_attention_line,emmitter_1_freqs_mhz,emmitter_2_freqs_mhz,emmitter_3_freqs_mhz,emmitter_4_freqs_mhz,emmitter_5_freqs_mhz
Multiple,50,37.3949166666667,-121.952166666667,WHI969,WATER TOWER W ON FOURTH ST BETWEEN AVE A  HORSESHOE DR,SANTA CLARA,SANTA CLARA,CA,4.6,116.1474,116.1474,NA,AGNEWS DEVELOPMENTAL CENTER EAST,,,,,,,SAN JOSE,CA,95134    ,,,,,,4084332003,,,,,,,,,/12290,,,,
Multiple,50,37.3949166666667,-121.952166666667,WNEZ505,WATER TOWER 4TH ST BETWEEN AVE A  HORSESHOE DR,SANTA CLARA,SANTA CLARA,CA,4.6,148.9574,148.9574,NA,CALIFORNIA STATE OF,,,9166576153,9166579468,radiolicensing@state.ca.gov,601 SEQUOIA PACIFIC BLVD,SACRAMENTO,CA,958110231,,RADIO LICENSING,CALIFORNIA STATE OF,,,9166576153,9166579468,radiolicensing@state.ca.gov,601 SEQUOIA PACIFIC BLVD,SACRAMENTO,CA,958110231,,,/18755,,,,
Multiple,50,37.3949444444444,-121.952166666667,WNJW526,WATER TOWER 4TH ST NEAR HORSESHOE,SANTA CLARA,SANTA CLARA,CA,5,147.645,147.645,Water/Gas Tank,CALIFORNIA STATE OF,,,9166576153,9166579468,radiolicensing@state.ca.gov,601 SEQUOIA PACIFIC BLVD,SACRAMENTO,CA,958110231,,RADIO LICENSING,CALIFORNIA STATE OF,,,9166576153,9166579468,radiolicensing@state.ca.gov,601 SEQUOIA PACIFIC BLVD,SACRAMENTO,CA,958110231,,,/157.45,,,,
Multiple,51,37.3727222222222,-121.924111111111,WQED925,2050 GATEWAY PLACE,SAN JOSE,SANTA CLARA,CA,12,88.587,98.43,Building w/Antenna,DOUBLE TREE D T W C CORPORATION DBADOUBLE TREE HOTEL SAN JOSE,,,4084534000,,,2050 GATEWAY PLACE,SAN JOSE,CA,95110    ,,ANDREW HAMILTON,WASHINGTON RADIO REPORTS,LORY,PLANK,7173340668,7173346440,LPLANK@WRRONLINE.COM,1588 FAIRFIELD ROAD STE 7,GETTYSBURG,PA,17325    ,,,/464.525/464.375,,,,
Multiple,51,37.3727222222222,-121.924111111111,KNCX987,2050 GATEWAY PL,SAN JOSE,SANTA CLARA,CA,12,88.587,,Building,THUNDERBIRD RED LION MOTOR INNS,,,4084372189,,,2050 GATEWAY PL,SAN JOSE,CA,951101047,,BORIS FRENKEL,,,,,,,,,,,,,/462.875/464.375/464.525,,,,
Multiple,52,37.3702222222222,-121.914666666667,WNVQ943,,,SAN FRANCISCO,CA,,,,NA,HYATT SAN JOSE,,,4089931234,,,1740 N FIRST ST,SAN JOSE,CA,95112    ,,CONTROLLER,,,,,,,,,,,,,/151.685,,,,
Multiple,52,37.3702222222222,-121.914666666667,WNVQ943,1740 N FIRST ST,SAN JOSE,SANTA CLARA,CA,14,78.744,78.744,NA,HYATT SAN JOSE,,,4089931234,,,1740 N FIRST ST,SAN JOSE,CA,95112    ,,CONTROLLER,,,,,,,,,,,,,/151.775,,,,
Multiple,53,37.4329722222222,-121.891333333333,WNEH404,770 E CALAVERAS BLVD,MILPITAS,SANTA CLARA,CA,9.1,33.1381,33.1381,NA,KAISER FOUNDATION HEALTH PLAN,,,,,,,OAKLAND,CA,946043021,12916,COMMUNICATIONS NETWORK DIVISION,,,,5109872345,,,,,,,,,/19600,,,,
Multiple,53,37.4327777777778,-121.891666666667,WQDE594,770 EAST CALAVERAS BLVD,MILPITAS,SANTA CLARA,CA,9,39.372,52.496,Building w/Antenna,KAISER Foundation Health Plan Inc,,,9259444254,,,25 N Via Monte,Walnut Creek,CA,94598    ,,Shawn Jackman,Radio Licensing Services,Richard,Mills,5036591240,5037943759,radiolicensing@cuaccess.net,,Milwaukie,OR,97269    ,22161,,/464.6875,,,,
Multiple,54,37.3760555555556,-121.896888888889,WQGI909,750 Ridder Park Drive,San Jose,SANTA CLARA,CA,18.9,40.0282,60.0423,Building w/Antenna,SAN JOSE MERCURY NEWS,,,4089205591,,,750 RIDDER PARK DR,SAN JOSE,CA,95190    ,,BILL DANKO,License Watch,John,Childs,5183065214,5183065421,jdchilds@nycap.rr.com,575 N Broadway #2,Saratoga Springs,NY,12866    ,,,/463.3875/463.7125,,,,
Multiple,54,37.3760555555556,-121.896888888889,WPEX331,750 RIDDER PARK DR,SAN JOSE,SANTA CLARA,CA,18.9,40.0282,60.0423,Building w/Antenna,SAN JOSE MERCURY NEWS INC,,,4089205591,4082713607,,750 RIDDER PARK DR,SAN JOSE,CA,95190    ,,RICHARD WICKLANDER,SPECTRUM RESOURCES,ED,TOBIASZ,4089968223,4082557910,,10525 MIRA VISTA RD,CUPERTINO,CA,95104    ,,,/464.4,,,,
Multiple,54,37.3760555555556,-121.896888888889,WQBP857,,SAN JOSE,SANTA CLARA,CA,,,,NA,SAN JOSE MERCURY NEWS,,,4089205591,4082713607,bdanko@sjmercury.com,750 RIDDER PARK DRIVE,SAN JOSE,CA,951902432,,OPERATIONS DEPARTMENT,Spectrum Resources,Edward,Tobiasz,4089968223,4082557910,,10525 Mira Vista Road,Cupertino,CA,950142707,,,/461.9375/463.3875/463.7125/468.7125,/463.3875/463.7125/466.9375/468.3875/468.7125/469.4,,,
Multiple,54,37.3760555555556,-121.896888888889,WQBP857,750 RIDDER PARK DRIVE,SAN JOSE,SANTA CLARA,CA,18.9,40.0282,60.0423,Building w/Mast,SAN JOSE MERCURY NEWS,,,4089205591,4082713607,bdanko@sjmercury.com,750 RIDDER PARK DRIVE,SAN JOSE,CA,951902432,,OPERATIONS DEPARTMENT,Spectrum Resources,Edward,Tobiasz,4089968223,4082557910,,10525 Mira Vista Road,Cupertino,CA,950142707,,,/464.4,,,,
Multiple,54,37.3760555555556,-121.896888888889,KMJ272,750 RIDDER PARK DR,SAN JOSE,SANTA CLARA,CA,18,45.934,45.934,NA,SAN JOSE MERCURY NEWS INC,,,4089205568,,,750 RIDDER PARK DR,SAN JOSE,CA,95190    ,,RICHARD WICKLANDER,,,,,,,,,,,,,/173.375,/173.275,/173.225,,
Multiple,54,37.3760555555556,-121.896888888889,WQGI909,,San Jose,SANTA CLARA,CA,,,,NA,SAN JOSE MERCURY NEWS,,,4089205591,,,750 RIDDER PARK DR,SAN JOSE,CA,95190    ,,BILL DANKO,License Watch,John,Childs,5183065214,5183065421,jdchilds@nycap.rr.com,575 N Broadway #2,Saratoga Springs,NY,12866    ,,,/452.5125/468.8875/463.8875/464.8375,,,,
Multiple,55,37.3696666666667,-121.929388888889,KTK700,2077 AIRPORT BLVD,SAN JOSE,SANTA CLARA,CA,12,104.992,104.992,NA,SAN JOSE CITY OF,,,4087941260,4082972534,bill.rich@sanjoseca.gov,855 WEST SAN PEDRO STREET,SAN JOSE,CA,951101718,,GENERAL SERVICES COMMUNICATIONS,Telecommunications Engineering Associates,Michael,Towns,6505901817,5096954978,fcc@tcomeng.com,1160 Industrial Rd #15,San Carlos,CA,94070    ,,,/453.575/453.575/453.675/453.675,,,,
Multiple,55,37.3693888888889,-121.929111111111,WNAP494,2077 AIRPORT BLVD,SAN JOSE,SANTA CLARA,CA,15,26.248,39.372,Building,UNITED TAXI INC,,,4089711111,4082978891,,88 PHELAN AVE,SAN JOSE,CA,95112    ,,THERESE MALONEY,MOBILE RADIO RESOURCES,,,,4082695811,,1224 MADRONA AVE,SAN JOSE,CA,951253547,,,/152.435/159.93,,,,
Multiple,55,37.3696666666667,-121.929388888889,WNVD228,2077 AIRPORT BLVD,SAN JOSE,SANTA CLARA,CA,15,26.248,26.248,NA,SAN JOSE CITY OF,,,4087941260,4082972534,bill.rich@sanjoseca.gov,855 WEST SAN PEDRO STREET,SAN JOSE,CA,951101718,,GENERAL SERVICES COMMUNICATIONS,Telecommunications Engineering Associates,Michael,Towns,6505901817,5096954978,fcc@tcomeng.com,1160 Industrial Rd #15,San Carlos,CA,94070    ,,,/465.1/465.2,,,,
Multiple,56,37.3751944444444,-121.896333333333,WOW73,1555 BERGER DR,SAN JOSE,SANTA CLARA,CA,18.3,62.9952,78.0878,NA,SANTA CLARA COUNTY OF,,,4082944424,4082792666,FCCmanager@911.sccgov.org,2700 Carol Drive,SAN JOSE,CA,95125    ,,Communications Director,Santa Clara County,Jim,Coates,4089773210,4082794560,Jim.Coates@911.sccgov.org,2700 Caro Drive,San Jose,CA,95125    ,,,/23575,,,,
Multiple,56,37.3752222222222,-121.896333333333,WIJ688,1555 BERGER DR,SAN JOSE,SANTA CLARA,CA,16,32.81,52.496,Building,SANTA CLARA COUNTY TRANSIT DISTRICT CA,,,4083217000,4089550895,,3331 N FIRST ST,SAN JOSE,CA,95134    ,,C LEE BROOKS,FEDERAL LICENSING INC,,,,7173346440,,1588 FAIRFIELD RD,GETTYSBURG,PA,17325    ,,,/485.5875,,,,
Multiple,57,37.3674444444444,-121.915611111111,WPOU738,100 CENTURY CENTER CT,SAN JOSE,SANTA CLARA,CA,14.9,114.835,125.0061,Building w/Pole,BACKLINK I LLC,,,7033264650,7033264185,terri.natoli@teligent.com,460 Herndon Parkway Suite 100,Herndon,VA,20170    ,,Terri B Natoli Esq,BACKLINK I LLC,,,7033264650,7033264185,terri.natoli@teligent.com,460 Herndon Parkway Suite 100,Herndon,VA,20170    ,,,/21275,/21625,/21675,,
Multiple,57,37.3677222222222,-121.9155,WPMU556,,,SANTA CLARA,CA,,,,NA,RNM FIRST STREET CENTER DBA LA SALLE PARTNERS MANAGEMENT SERVIC,,,4084671400,,,1732 N First St #250,San Diego,CA,951124538,,JOHN STIDHAM,BEARCOM OPERATING LLC,,,2143408876,,,,DALLAS,TX,753559001,559001,,/452.45/457.45,,,,
Multiple,58,37.388,-121.956611111111,WNMB484,1555 RUSSELL AVE,SANTA CLARA,SANTA CLARA,CA,8,49.215,68.901,Building,RMC PACIFIC MATERIALS INC,,,9254262242,9254617242,,,PLEASANTON,CA,94566    ,5252,,HAGGERTY COMMUNICATIONS GROUP,,,,6194689270,,POB 217,JAMUL,CA,91935    ,,,/456.775/456.825,,,,
Multiple,58,37.388,-121.956611111111,WNMH613,1555 RUSSELL RD,SANTA CLARA,SANTA CLARA,CA,8,49.215,68.901,Building,RMC PACIFIC MATERIALS INC,,,9254262242,9254617242,,,PLEASANTON,CA,94566    ,5252,JOYCELYN ARGARIN,HAGGERTY COMMUNICATIONS GROUP,,,,6194689270,,,JAMUL,CA,91935    ,,,/452.025,,,,
Multiple,59,37.3660555555556,-121.908833333333,WPPV571,1585 NORTH FOURTH STREET,SAN JOSE,SANTA CLARA,CA,20,13.124,22.967,Building,CHAMPION COMMUNICATION SERVICES INC,,,2148216115,2143582465,,1610 WOODSTEAD COURT SUITE 330,THE WOODLANDS,TX,77380    ,,DAVID A TERMAN,CHAMPION COMMUNICATION SERVICES  IN,,,,2813641901,,1610 WOODSTEAD COURT SUITE 330,THE WOODLANDS,TX,77380    ,,,/484.3875,,,,
Multiple,59,37.3660555555556,-121.908833333333,WPQE665,1585 NORTH FOURTH STREET,SAN JOSE,SANTA CLARA,CA,20,13.124,22.967,Building,Champion Communication Services Inc,,,2813620144,2813641901,,1610 Woodstead Court Ste 330,The Woodlands,TX,77380    ,,,Champion Communication Services Inc,Betty,Jensen,2813620144,2813641901,jensenb@champcom.com,1610 Woodstead Court Ste 330,The Woodlands,TX,77380    ,,,/490.4125,,,,
Multiple,59,37.3660555555556,-121.908833333333,WPQE664,1585 NORTH FOURTH STREET,SAN JOSE,SANTA CLARA,CA,20,13.124,22.967,Building,Champion Communication Services Inc,,,2813620144,2813641901,,1610 Woodstead Court Ste 330,The Woodlands,TX,77380    ,,,Champion Communication Services Inc,Betty,Jensen,2813620144,2813641901,jensenb@champcom.com,1610 Woodstead Court Ste 330,The Woodlands,TX,77380    ,,,/484.0625,,,,
Multiple,60,37.3733333333333,-121.945555555556,WQAS476,750 CENTRAL EXPY,Santa Clara,SANTA CLARA,CA,13,32.81,39.372,Building w/Antenna,Hitachi Data Systems,,,4089704311,4083273436,,750 Central Expy,Santa Clara,CA,950502627,,Charles P DeRose,Bearcom,Shoja,Anvari,2147657136,2143551714,,,Dallas,TX,753559001,559001,,/461.075,,,,
Multiple,60,37.3733333333333,-121.945555555556,WQAS476,,Santa Clara,SANTA CLARA,CA,,,,NA,Hitachi Data Systems,,,4089704311,4083273436,,750 Central Expy,Santa Clara,CA,950502627,,Charles P DeRose,Bearcom,Shoja,Anvari,2147657136,2143551714,,,Dallas,TX,753559001,559001,,/452.975/461.075/462.225/464.525/464.575/466.075,,,,
Multiple,60,37.3733333333333,-121.945555555556,WQAI227,750 CENTRAL EXPRESSWAY,SANTA CLARA,SANTA CLARA,CA,13,59.058,65.62,Building w/Antenna,HITACHI DATA SYSTEMS,,,4089704311,4083273436,,,SANTA CLARA,CA,950960996,54996,CHARLES de ROSE,Bearcom,Ed,Tenison,2147657115,2143551715,,,Dallas,TX,753559001,559001,,/462.925,,,,
Multiple,61,37.4505,-121.9205,KD37836,,,SANTA CLARA,CA,,,,NA,STOESSER INDUSTRIES,,,4159693252,,,2440 LEGHORN ST,MOUNTAIN VIEW,CA,94039    ,,,,,,,,,,,,,,,/463.7125,,,,
Multiple,61,37.4505,-121.9205,WNXE330,,,SANTA CLARA,CA,,,,NA,NEC ELECTRONIC INC,,,4159656020,,,401 ELLIS ST,MOUNTAIN VIEW,CA,94039    ,7241,,,,,,,,,,,,,,/457.6,,,,
Multiple,62,37.433,-121.884944444444,WPLJ329,,,SANTA CLARA,CA,,,,NA,DEVCON CONSTRUCTION INC,,,4083839070,,,555 LOS COCHES ST,MILPITAS,CA,950355469,,MARLYN KATO,SPECTRUM RESOURCES,,,,4082557910,,10525 MIRA VISTA RD,CUPERTINO,CA,950142707,,,/467.925,,,,
Multiple,62,37.433,-121.884944444444,KGA752,555 LOS COCHES ST,MILPITAS,SANTA CLARA,CA,12,,,NA,DEVCON CONSTRUCTION INC,,,4089428200,,,555 LOS COCHES ST,MILPITAS,CA,95035    ,,KEN PETERSON,,,,,,,,,,,,,/486.5375,,,,
Multiple,63,37.3641111111111,-121.922166666667,KB91393,,,SANTA CLARA,CA,,,,NA,AVIS RENT A CAR SYSTEMS INC,,,4082982282,,,900 OLD COUNTRY RD,GARDEN CITY,NY,11530    ,,,,,,,,,,,,,,,/460.8875,,,,
Multiple,63,37.3639166666667,-121.922111111111,WQSB516,1659 Airport Blvd,San Jose,SANTA CLARA,CA,13.7,82.025,82.025,Building w/Antenna,City of San Jose,,,4085353566,,vijay.sammeta@sanjoseca.gov,200 East Santa Clara Street 11th Floor,San Jose,CA,95113    ,,Vijay Sammeta,SmartWAVE Technologies,Phil,Slaughter,6784294334,6787301954,phil.slaughter@smartwave.us,1275 Buford Hwy,Suwanee,GA,30024    ,,,/19625,,,,
Multiple,64,37.4496666666667,-121.909388888889,KQL898,45 MIDWICK ST,MILPITAS,SANTA CLARA,CA,5,,,NA,SANTA CLARA COUNTY OF,,,4089422387,,,2700 CAROL DR,SAN JOSE,CA,95125    ,,,,,,,,,,,,,,,/154.28/154.4,,,,
Multiple,64,37.4496666666667,-121.909388888889,WNJP888,45 MIDWICK DR,MILPITAS,SANTA CLARA,CA,5,39.372,49.215,Tower,MILPITAS CITY OF,,,4085862421,4085862442,FCCcontact@ci.milpitas.ca.gov,1275 NORTH MILPITAS BOULEVARD,MILPITAS,CA,950353153,,TECHNICAL SERVICES COMMANDER,Telecommunications Engineering Associates,Michael,Towns,6505901817,5096954978,fcc@tcomeng.com,1160 Industrial Rd #15,San Carlos,CA,94070    ,,,/154.28,/460.625/465.625,,,
Multiple,65,37.3632777777778,-121.922166666667,WNLU458,,,SANTA CLARA,CA,,,,NA,ATLANTIC AVIATION,,,4082939855,,,1455 AIRPORT BLVD STE 101W,SAN JOSE,CA,95110    ,,,,,,,,,,,,,,,/464.875,,,,
Multiple,65,37.363,-121.922444444444,KTK700,,,SANTA CLARA,CA,,,,NA,SAN JOSE CITY OF,,,4087941260,4082972534,bill.rich@sanjoseca.gov,855 WEST SAN PEDRO STREET,SAN JOSE,CA,951101718,,GENERAL SERVICES COMMUNICATIONS,Telecommunications Engineering Associates,Michael,Towns,6505901817,5096954978,fcc@tcomeng.com,1160 Industrial Rd #15,San Carlos,CA,94070    ,,,/453.575/453.675/458.575/458.675,,,,
Multiple,65,37.3632777777778,-121.922166666667,WNLU458,1455 AIRPORT BLVD,SAN JOSE,SANTA CLARA,CA,13,,,NA,ATLANTIC AVIATION,,,4082939855,,,1455 AIRPORT BLVD STE 101W,SAN JOSE,CA,95110    ,,,,,,,,,,,,,,,/464.875,,,,
Multiple,65,37.363,-121.921888888889,KLO780,SAN JOSE MUNICIPAL AIRPORT,SAN JOSE,SANTA CLARA,CA,17,29.529,29.529,Building,United Airlines Inc,,,8477006966,8477007129,pete.incaini@united.com,233 S Wacker Drive,Chicago,IL,60606    ,,Pete Incaini Manager Ground Radio,Fox Ridge Communications Inc,Ralph,Haller,7173347991,7173345656,RHALLER@FRCI.COM,122 BALTIMORE STREET,GETTYSBURG,PA,17325    ,,,/460.725/460.725,,,,
Multiple,65,37.3632777777778,-121.922166666667,WPED234,,San Jose,SANTA CLARA,CA,,,,NA,SJJC AVIATION SERVICES LLC,,,4082977552,4082954873,,1250 Aviation Ave,San Jose,CA,951101119,,Tim Murray,Bearcom Operating LP,Shoja,Anvari,8004589887,2143551714,sanvari@bearcom.com,,Dallas,TX,753559001,559001,,/461.4875/466.4875,,,,
Multiple,66,37.4282777777778,-121.880777777778,KDN997,1263 YOSEMITE ST,MILPITAS,SANTA CLARA,CA,19,,,NA,SANTA CLARA COUNTY OF,,,4089773200,4082792666,FCCmanager@911.sccgov.org,2700 Carol Drive,SAN JOSE,CA,951252096,,Communications Director,Santa Clara County of,Jim,Coates,4089773210,4082794560,Jim.Coates@911.sccgov.org,2700 Carol Drive,San Jose,CA,951252096,,,/154.28/154.4,,,,
Multiple,66,37.4282777777778,-121.880777777778,WNJP888,1263 YOSEMITE ST,MILPITAS,SANTA CLARA,CA,19,39.372,49.215,Tower,MILPITAS CITY OF,,,4085862421,4085862442,FCCcontact@ci.milpitas.ca.gov,1275 NORTH MILPITAS BOULEVARD,MILPITAS,CA,950353153,,TECHNICAL SERVICES COMMANDER,Telecommunications Engineering Associates,Michael,Towns,6505901817,5096954978,fcc@tcomeng.com,1160 Industrial Rd #15,San Carlos,CA,94070    ,,,/154.28,/460.625/465.625,,,
Multiple,67,37.3624444444444,-121.921888888889,KNHC547,TERMINAL BLDG 1661 AIRPORT BLVD,SAN JOSE,SANTA CLARA,CA,17,19.686,19.686,Building,ALASKA AIRLINES INC,,,2064313735,,,,SEATTLE,WA,98168    ,68900-SEAXZ,,BearCom,Rebecca,Wilson,8004589887,2143551727,rebecca.wilson@bearcom.com,4000 Distribution Dr #200,Garland,TX,75041    ,,,/460.825,,,,
Multiple,67,37.3624444444444,-121.921888888889,WPWT489,,,,,0,,,NA,FRONTIER AIRLINES,,,7203744200,,,7001 TOWER RD,DENVER,CO,80249    ,,SCOTT LITCHARD,GRAZI COMMUNICATIONS LLC,JEFF,GRAZI,3033211776,3033296801,,6445 E OHIO AVE STE 100,DENVER,CO,80224    ,,,/465.825/465.825/462.2625/467.2625/462.2875/467.2875/462.3125/467.3125/462.3375/467.3375/462.3625/467.3625,,,,
Multiple,67,37.3624444444444,-121.921888888889,WPWT489,1661 AIRPORT BLVD,SAN JOSE,SANTA CLARA,CA,17,19.686,19.686,Building w/Antenna,FRONTIER AIRLINES,,,7203744200,,,7001 TOWER RD,DENVER,CO,80249    ,,SCOTT LITCHARD,GRAZI COMMUNICATIONS LLC,JEFF,GRAZI,3033211776,3033296801,,6445 E OHIO AVE STE 100,DENVER,CO,80224    ,,,/460.825,,,,
Multiple,68,37.3649444444444,-121.904111111111,WPDD896,1420 KOLL CIRCLE,SAN JOSE,SANTA CLARA,CA,19,39.372,42.653,Building w/Mast,SANTA CLARA COUNTY OF,,,4089773200,4082792666,FCCmanager@911.sccgov.org,2700 CAROL DRIVE,SAN JOSE,CA,95125    ,,Communications Director,SANTA CLARA COUNTY OF,JIM,COATES,4089773210,4082794560,FCCmanager@911.sccgov.org,2700 CAROL DRIVE,SAN JOSE,CA,95125    ,,,/37.08/37.96,,,,
Multiple,68,37.3648333333333,-121.904527777778,WQIF599,1420 Koll Cirle,San Jose,SANTA CLARA,CA,17.1,51.8398,60.0423,Building,WiLine Networks Inc,,,6505252143,,spectrumadmin@wiline.com,1599 Industrial Rd,San Carlos,CA,94070    ,,RF Department,WiLine Networks Inc,RF,Admin,6505252143,,spectrumadmin@wiline.com,1599 Industrial Rd,San Carlos,CA,94070    ,,,/19440,,,,
Multiple,68,37.3649166666667,-121.904111111111,WGY70,1420 KOLL CIRCLE,SAN JOSE,SANTA CLARA,CA,12.2,,41.9968,NA,ENTERCOM LICENSE LLC,,,6106605610,6106605662,asutor@entercom.com,401 E CITY AVENUE SUITE 809,BALA CYNWYD,PA,19004    ,,,Entercom Communications Corp,John,Kennedy,6177795367,,jkennedy@entercom.com,20 Guest Street 3rd Floor,Boston,MA,02135    ,,,/951,,,,
Multiple,68,37.3648055555556,-121.9045,WQJW270,,San Jose,SANTA CLARA,CA,17.6,64.9638,64.9638,Building,WiLine Networks Inc,,,6505259365,6505259369,spectrumadmin@wiline.com,3400 E 3rd Ave,San Mateo,CA,94404    ,,Felix Gurule,WiLine Networks Inc,Felix,Gurule,6505259365,6505259369,spectrumadmin@wiline.com,3400 E 3rd Ave,San Mateo,CA,94404    ,,,/3650,,,,
Multiple,68,37.3649166666667,-121.904111111111,WCQ494,1420 KOLL CIR,SAN JOSE,SANTA CLARA,CA,12.2,,42.9811,NA,UNIVERSAL MEDIA ACCESS - KSJO-FM LLC,,,,,,726 EXCHANGE STREET SUITE 410,BUFFALO,NY,14210    ,,,Pillsbury Winthrop Shaw Pittman LLP,Richard,Zaragoza,2026638266,2026638007,richard.zaragoza@pillsburylaw.com,2300 N Street NW,Washington,DC,20037    ,,,/950.5,,,,
Multiple,69,37.3626666666667,-121.907694444444,WQBH318,90 EAST GISH RAOD,SAN JOSE,SANTA CLARA,CA,17,36.091,42.653,Building w/Antenna,WOLDEGEBRIAL MEKONNEN,MEKONNEN,WOLDEGEBRIAL,4084360999,4084368006,,90 EAST GISH ROAD SUITE H,SAN JOSE,CA,951124834,,,Spectrum Resources,Edward,Tobiasz,4089968223,4082557910,,10525 Mira Vista Road,Cupertino,CA,950142707,,,/461.55,,,,
Multiple,69,37.3626666666667,-121.907694444444,WQBH318,,SAN JOSE,SANTA CLARA,CA,,,,NA,WOLDEGEBRIAL MEKONNEN,MEKONNEN,WOLDEGEBRIAL,4084360999,4084368006,,90 EAST GISH ROAD SUITE H,SAN JOSE,CA,951124834,,,Spectrum Resources,Edward,Tobiasz,4089968223,4082557910,,10525 Mira Vista Road,Cupertino,CA,950142707,,,/461.55/466.55,,,,
Multiple,70,37.3613333333333,-121.928277777778,WPMS251,1277 AIRPORT BLVD GATE 100,SAN JOSE,SANTA CLARA,CA,17,49.215,49.215,Building w/Antenna,UNITED PARCEL SERVICE,,,5023591431,5023591407,tpitman@ups.com,911 Grade Lane Bldg 113,Louisville,KY,40213    ,,Todd Pitman,UNITED PARCEL SERVICE,Craig,Shanklin,5023591402,5023591700,cshanklin@ups.com,911 Grade Lane Bldg 1 Rm 203,Louisville,KY,40213    ,,,/452.8125/452.7125/452.8875/462.1875/462.5125,,,,
Multiple,70,37.3613333333333,-121.928277777778,WPMY243,,,SANTA CLARA,CA,,,,NA,SKY WEST AIRLINES INC,,,4356343491,,,444 S River Road,Saint George,UT,84790    ,,RADIO MANAGER,CARA Enterprises Inc,Doug,Thompson,7028389728,7023634607,doug@caraenterprises.com,,Las Vegas,NV,891400124,400124,,/460.8,,,,
Multiple,70,37.3613333333333,-121.928277777778,WNWP910,1661 AIRPORT BLVD,SAN JOSE,SANTA CLARA,CA,5,36.091,36.091,NA,DOLLAR RENT A CAR,,,4082801111,,,1815 BAYSHORE HWY,BURLINGAME,CA,94010    ,,PAUL MEDEIROS,,,,,,,,,,,,,/464.825,,,,
Multiple,70,37.3613333333333,-121.928277777778,WPMS251,,SAN JOSE,SANTA CLARA,CA,,,,NA,UNITED PARCEL SERVICE,,,5023591431,5023591407,tpitman@ups.com,911 Grade Lane Bldg 113,Louisville,KY,40213    ,,Todd Pitman,UNITED PARCEL SERVICE,Craig,Shanklin,5023591402,5023591700,cshanklin@ups.com,911 Grade Lane Bldg 1 Rm 203,Louisville,KY,40213    ,,,/452.7125/452.8125/452.8875/457.8125/462.1875/462.5125,,,,
Multiple,70,37.3613333333333,-121.928277777778,WNWC361,1803 AIRPORT BLVD,SAN JOSE,SANTA CLARA,CA,17,16.405,16.405,NA,HOPKINS AIRPORT LIMOUSINE SERVICE INC DBA RVG SHUTTLE,,,2162678810,,,13315 BROOKPARK RD,BROOKPARK,OH,44142    ,,CHRISTOPHER GOEBEL,,,,,,,,,,,,,/452.725,,,,
Multiple,70,37.3613333333333,-121.928555555556,WPLF567,,,SANTA CLARA,CA,,,,NA,SANTA CLARA UNIVERSITY,,,4085544875,,,500 EL CAMINO REAL,SANTA CLARA,CA,95053    ,,CHRIS YOUNG,FIT,,,5414858441,5414957556,,1565 OAK ST,EUGENE,OR,97401    ,,,/467.3/467.8125/467.8375/467.8625/467.8875/467.9125/468.5375,,,,
Multiple,71,37.3602222222222,-121.920222222222,WII244,3630 HILLCAP AVE,SAN JOSE,SANTA CLARA,CA,49,,,NA,CAPITOL FLEA MARKET,,,4082255800,,,3630 HILLCAP AVE,SAN JOSE,CA,95136    ,,,,,,,,,,,,,,,/483.9125,,,,
Multiple,71,37.3599444444444,-121.919944444444,WPNR923,,,SANTA CLARA,CA,,,,NA,BUDGET RENT A CAR,,,4082867850,4082864184,,1616 AIRPORT BLVD,SAN JOSE,CA,951101207,,MARGARET VON,SPECTRUM RESOURCES,,,,4082557910,,10525 MIRA VISTA RD,CUPERTINO,CA,950142707,,,/451.8375/456.8375,,,,
Multiple,71,37.3602222222222,-121.920222222222,WNPE438,2655 ROBERT FOWLER WAY,SAN JOSE,SANTA CLARA,CA,49,,,NA,LAMBERT MIKEMOORE TERRY DBA IMBOUND AVIATION,,,4089264030,,,2655 ROBERT FOWLER WAY,SAN JOSE,CA,95148    ,,MIKE LAMBERT,,,,,,,,,,,,,/464.325,,,,
Multiple,72,37.373,-121.952444444444,KB63234,,,SANTA CLARA,CA,,,,NA,HITACHI DATA SYSTEMS,,,4089707504,,,750 CENTRAL EXPRESSWAY,SANTA CLARA,CA,950540966,54996,,,,,,,,,,,,,,/461.4125/466.4125/468.3375,,,,
Multiple,72,37.3732777777778,-121.952444444444,WNML336,460 CENTRAL EXPY,SANTA CLARA,SANTA CLARA,CA,37,,,NA,OWENS CORNING FIBERGLASS CORP,,,4087223535,,,960 CENTRAL EXPY,SANTA CLARA,CA,95050    ,,,,,,,,,,,,,,,/451.525,,,,
